﻿WasteSID,DateSID,ProductionWasteKg,LineWasteKg,PlateWasteKg,LocationSID,MealCount,SpecialMealCount,MealTotal,Forecast_MealTotal,Forecast_SpecialMealCount,Forecast_MealCount,Forecast_ProductionWasteKg,Forecast_LineWasteKg,Forecast_PlateWasteKg,ModifiedTime,WeatherInfo,MealCountReserved,WasteTotalKg,Forecast_WasteTotalKg,Comment
297,20171205,,,,1,495,55,550,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
298,20171207,,,,1,435,55,490,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
299,20171208,,,,1,440,55,495,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
300,20171211,,,,1,389,55,444,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
301,20171212,,,,1,355,55,410,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
302,20171213,,,,1,375,55,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
303,20171214,,,,1,367,55,422,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
304,20171215,,,,1,405,55,460,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
305,20171218,,,,1,345,55,400,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
306,20171219,,,,1,354,55,409,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
307,20171220,,,,1,495,55,550,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
308,20171221,,,,1,395,55,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
309,20171222,,,,1,345,55,400,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
310,20180102,,,,1,390,55,445,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
311,20180103,,,,1,385,55,440,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
312,20180104,,,,1,345,55,400,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
313,20180105,,,,1,365,55,420,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
314,20180108,,,,1,357,55,412,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
315,20180109,,,,1,335,55,390,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
316,20180110,,,,1,385,55,440,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
317,20180111,,,,1,371,55,426,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
318,20180112,,,,1,434,55,489,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
319,20180115,,,,1,367,55,422,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
320,20180116,,,,1,346,55,401,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
321,20180117,,,,1,374,55,429,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
322,20180118,,,,1,335,55,390,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
323,20180119,,,,1,393,55,448,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
324,20180122,,,,1,347,55,402,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
325,20180123,,,,1,375,55,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
326,20180124,,,,1,357,55,412,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
327,20180125,,,,1,378,55,433,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
328,20180126,,,,1,395,55,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
329,20180129,,,,1,431,55,486,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
330,20180130,,,,1,399,55,454,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
331,20180131,,,,1,356,55,411,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
332,20180201,,,,1,367,55,422,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
333,20180202,,,,1,345,55,400,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
334,20180205,,,,1,379,55,434,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
335,20180206,,,,1,386,55,441,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
336,20180207,,,,1,395,55,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
337,20180208,,,,1,390,55,445,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
338,20180209,,,,1,345,55,400,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
339,20180212,,,,1,360,55,415,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
340,20180213,,,,1,375,55,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
341,20180214,,,,1,392,55,447,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
342,20180215,,,,1,395,55,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
343,20180216,,,,1,395,55,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
344,20180219,,,,1,365,55,420,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
345,20180220,,,,1,385,55,440,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
346,20180221,,,,1,345,55,400,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
347,20180222,,,,1,335,55,390,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
348,20180223,,,,1,365,55,420,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
349,20180305,,,,1,370,55,425,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
350,20180306,,,,1,356,55,411,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
351,20180307,,,,1,375,55,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
352,20180308,,,,1,367,55,422,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
353,20180309,,,,1,375,55,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
354,20180312,,,,1,355,55,410,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
355,20180313,,,,1,385,55,440,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
356,20180314,,,,1,385,55,440,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
357,20180315,,,,1,375,55,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
358,20180316,,,,1,415,55,470,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
359,20180319,,,,1,372,55,427,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
360,20180320,,,,1,385,55,440,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
361,20180321,,,,1,390,55,445,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
362,20180322,,,,1,418,55,473,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
363,20180323,,,,1,395,55,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
364,20180326,,,,1,379,55,434,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
365,20180327,,,,1,390,55,445,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
366,20180328,,,,1,367,55,422,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
367,20180329,,,,1,375,55,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
368,20180403,,,,1,400,55,455,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
369,20180404,,,,1,376,55,431,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
370,20180405,,,,1,395,55,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
371,20180406,,,,1,355,55,410,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
372,20180409,,,,1,400,55,455,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
373,20180410,,,,1,380,55,435,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
374,20180411,,,,1,394,55,449,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
375,20180412,,,,1,355,55,410,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
376,20180413,,,,1,400,55,455,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
377,20180416,,,,1,370,55,425,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
378,20180417,,,,1,400,55,455,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
379,20180418,,,,1,245,55,300,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
380,20180419,,,,1,245,55,300,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
381,20180420,,,,1,390,55,445,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
382,20180423,,,,1,367,55,422,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
383,20180424,,,,1,385,55,440,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
384,20180425,,,,1,380,55,435,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
385,20180426,,,,1,395,55,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
386,20180427,,,,1,405,55,460,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
387,20180430,,,,1,365,55,420,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
388,20180502,,,,1,275,55,330,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
389,20180503,,,,1,365,55,420,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
390,20180504,,,,1,360,55,415,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
391,20180507,,,,1,365,55,420,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
392,20180508,,,,1,595,55,650,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
393,20180509,,,,1,395,55,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
394,20180511,,,,1,365,55,420,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
395,20180514,,,,1,360,55,415,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
396,20180515,,,,1,345,55,400,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
397,20180516,,,,1,385,55,440,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
398,20180517,,,,1,395,55,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
399,20180518,,,,1,380,55,435,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
400,20180521,,,,1,255,55,310,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
401,20180522,,,,1,391,55,446,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
402,20180523,,,,1,275,55,330,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
403,20180524,,,,1,285,55,340,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
404,20180525,,,,1,265,55,320,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
405,20180528,,,,1,110,20,130,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
406,20180529,,,,1,245,55,300,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
407,20180530,,,,1,395,55,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
408,20180531,,,,1,385,55,440,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
409,20180809,,,,1,400,50,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
410,20180810,,,,1,450,50,500,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
411,20180813,,,,1,400,50,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
412,20180814,,,,1,450,50,500,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
413,20180815,,,,1,450,50,500,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
414,20180816,,,,1,450,50,500,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
415,20180817,,,,1,450,50,500,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
416,20180820,,,,1,445,50,495,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
417,20180821,,,,1,440,50,490,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
418,20180822,,,,1,415,50,465,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
419,20180823,,,,1,450,50,500,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
420,20180824,,,,1,405,50,455,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
421,20180827,,,,1,430,50,480,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
422,20180828,,,,1,430,50,480,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
423,20180829,,,,1,442,50,492,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
424,20180830,,,,1,430,50,480,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
425,20180831,,,,1,380,50,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
426,20180903,,,,1,411,50,461,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
427,20180904,,,,1,446,50,496,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
428,20180905,,,,1,444,50,494,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
429,20180906,,,,1,432,50,482,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
430,20180907,,,,1,441,50,491,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
431,20180908,,,,1,321,50,371,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
432,20180910,,,,1,378,50,428,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
433,20180911,,,,1,363,50,413,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
434,20180912,,,,1,383,50,433,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
435,20180913,,,,1,374,50,424,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
436,20180914,,,,1,332,50,382,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
437,20180917,,,,1,340,50,390,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
438,20180918,,,,1,370,50,420,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
439,20180919,,,,1,375,50,425,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
440,20180920,,,,1,395,50,445,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
441,20180921,,,,1,332,50,382,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
442,20180924,,,,1,377,50,427,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
443,20180925,,,,1,421,50,471,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
444,20180926,,,,1,389,50,439,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
445,20180927,,,,1,397,50,447,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
446,20180928,,,,1,385,50,435,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
447,20181001,,,,1,387,50,437,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
448,20181002,,,,1,395,50,445,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
449,20181003,,,,1,361,50,411,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
450,20181004,,,,1,397,50,447,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
451,20181005,,,,1,383,50,433,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
452,20181008,,,,1,379,50,429,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
453,20181009,,,,1,378,50,428,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
454,20181010,,,,1,367,50,417,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
455,20181011,,,,1,399,50,449,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
456,20181012,,,,1,290,50,340,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
457,20181022,,,,1,392,50,442,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
458,20181023,,,,1,405,50,455,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
459,20181024,,,,1,376,50,426,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
460,20181025,,,,1,399,50,449,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
461,20181026,,,,1,406,50,456,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
462,20181029,,,,1,366,50,416,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
463,20181030,,,,1,359,50,409,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
464,20181031,,,,1,402,50,452,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
465,20181101,,,,1,364,50,414,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
466,20181102,,,,1,373,50,423,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
467,20181105,,,,1,374,50,424,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
468,20181106,,,,1,406,50,456,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
469,20181107,,,,1,422,50,472,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
470,20181108,,,,1,391,50,441,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
471,20181109,,,,1,369,50,419,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
472,20181112,,,,1,369,50,419,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
473,20181113,,,,1,359,50,409,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
474,20181114,,,,1,389,50,439,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
475,20181115,,,,1,387,50,437,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
476,20181116,,,,1,400,50,450,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
477,20181119,,,,1,383,50,433,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
478,20181120,,,,1,391,50,441,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
479,20181121,,,,1,392,50,442,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
480,20181122,,,,1,381,50,431,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
481,20181123,,,,1,374,50,424,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
482,20181126,,,,1,362,50,412,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
483,20181127,,,,1,386,50,436,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
484,20181128,,,,1,407,50,457,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
485,20181129,,,,1,309,50,359,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
486,20181130,,,,1,377,50,427,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
487,20181203,,,,1,374,50,424,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
488,20181204,,,,1,398,50,448,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
489,20181205,,,,1,436,50,486,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
490,20181210,,,,1,347,50,397,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
491,20181211,,,,1,399,50,449,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
492,20181212,,,,1,420,50,470,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
493,20181213,,,,1,389,50,439,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
494,20181214,,,,1,378,50,428,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
495,20181217,,,,1,364,50,414,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
496,20181218,,,,1,460,50,510,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
497,20181219,,,,1,410,50,460,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
498,20181220,,,,1,380,50,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
499,20181221,,,,1,270,50,320,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
500,20190107,,,,1,424,25,449,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1058,20190107,0.00,18.00,10.00,2,386,0,386,,,,,,,2020-11-16 14:18:37.720,"",,28.00,0.00,
501,20190108,,,,1,449,25,474,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1059,20190108,0.00,16.00,7.60,2,268,0,268,,,,,,,2020-11-16 14:18:37.720,"",,23.60,0.00,
502,20190109,,,,1,444,25,469,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1060,20190109,0.00,34.00,12.00,2,385,0,385,,,,,,,2020-11-16 14:18:37.720,"",,46.00,0.00,
503,20190110,,,,1,454,25,479,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1061,20190110,0.00,20.00,9.00,2,358,0,358,,,,,,,2020-11-16 14:18:37.720,"",,29.00,0.00,
504,20190111,,,,1,494,25,519,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1062,20190111,0.00,23.00,5.00,2,343,0,343,,,,,,,2020-11-16 14:18:37.720,"",,28.00,0.00,
505,20190114,,,,1,421,25,446,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1063,20190114,0.00,12.00,3.00,2,374,0,374,,,,,,,2020-11-16 14:18:37.720,"",,15.00,0.00,
506,20190115,,,,1,434,25,459,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1064,20190115,0.00,12.00,10.00,2,374,0,374,,,,,,,2020-11-16 14:18:37.720,"",,22.00,0.00,
507,20190116,,,,1,484,25,509,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1065,20190116,0.00,10.00,5.40,2,350,0,350,,,,,,,2020-11-16 14:18:37.720,"",,15.40,0.00,
508,20190117,,,,1,429,25,454,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1066,20190117,0.00,8.00,6.00,2,323,0,323,,,,,,,2020-11-16 14:18:37.720,"",,14.00,0.00,
509,20190118,,,,1,405,25,430,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1067,20190118,0.00,16.00,8.50,2,396,0,396,,,,,,,2020-11-16 14:18:37.720,"",,24.50,0.00,
510,20190121,,,,1,364,25,389,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1068,20190121,0.00,14.00,4.80,2,346,0,346,,,,,,,2020-11-16 14:18:37.720,"",,18.80,0.00,
511,20190122,,,,1,348,25,373,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1069,20190122,0.00,22.00,4.50,2,228,0,228,,,,,,,2020-11-16 14:18:37.720,"",,26.50,0.00,
512,20190123,,,,1,317,25,342,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1070,20190123,0.00,14.00,6.00,2,350,0,350,,,,,,,2020-11-16 14:18:37.720,"",,20.00,0.00,
513,20190124,,,,1,322,25,347,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1071,20190124,0.00,0.00,0.00,2,0,0,0,,,,,,,2020-11-16 14:18:37.720,"",,0.00,0.00,
514,20190125,,,,1,366,25,391,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1072,20190125,0.00,11.00,12.00,2,357,0,357,,,,,,,2020-11-16 14:18:37.720,"",,23.00,0.00,
515,20190128,,,,1,342,25,367,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1073,20190128,0.00,19.00,5.10,2,339,0,339,,,,,,,2020-11-16 14:18:37.720,"",,24.10,0.00,
516,20190129,,,,1,363,25,388,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1074,20190129,0.00,20.00,10.90,2,340,0,340,,,,,,,2020-11-16 14:18:37.720,"",,30.90,0.00,
517,20190130,,,,1,361,25,386,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1075,20190130,0.00,6.50,12.00,2,339,0,339,,,,,,,2020-11-16 14:18:37.720,"",,18.50,0.00,
518,20190131,,,,1,230,25,255,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1076,20190131,0.00,13.00,6.40,2,318,0,318,,,,,,,2020-11-16 14:18:37.720,"",,19.40,0.00,
519,20190201,,,,1,333,25,358,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1077,20190201,0.00,10.00,6.40,2,362,0,362,,,,,,,2020-11-16 14:18:37.720,"",,16.40,0.00,
520,20190204,,,,1,383,25,408,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1078,20190204,0.00,9.00,8.10,2,374,0,374,,,,,,,2020-11-16 14:18:37.720,"",,17.10,0.00,
521,20190205,,,,1,420,25,445,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1079,20190205,0.00,10.60,6.65,2,264,0,264,,,,,,,2020-11-16 14:18:37.720,"",,17.25,0.00,
522,20190206,,,,1,430,25,455,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1080,20190206,0.00,24.00,9.10,2,296,0,296,,,,,,,2020-11-16 14:18:37.720,"",,33.10,0.00,
523,20190207,,,,1,449,25,474,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1081,20190207,0.00,16.50,8.40,2,367,0,367,,,,,,,2020-11-16 14:18:37.720,"",,24.90,0.00,
524,20190208,,,,1,429,25,454,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1082,20190208,0.00,14.00,9.30,2,327,0,327,,,,,,,2020-11-16 14:18:37.720,"",,23.30,0.00,
525,20190211,,,,1,409,25,434,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1083,20190211,0.00,16.00,9.00,2,361,0,361,,,,,,,2020-11-16 14:18:37.720,"",,25.00,0.00,
526,20190212,,,,1,431,25,456,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1084,20190212,0.00,18.00,6.00,2,232,0,232,,,,,,,2020-11-16 14:18:37.720,"",,24.00,0.00,
527,20190213,,,,1,411,25,436,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1085,20190213,0.00,10.00,10.00,2,373,0,373,,,,,,,2020-11-16 14:18:37.720,"",,20.00,0.00,
528,20190214,,,,1,478,25,503,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1086,20190214,0.00,31.00,9.00,2,306,0,306,,,,,,,2020-11-16 14:18:37.720,"",,40.00,0.00,
529,20190215,,,,1,435,25,460,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1087,20190215,0.00,10.00,6.80,2,357,0,357,,,,,,,2020-11-16 14:18:37.720,"",,16.80,0.00,
530,20190218,,,,1,382,25,407,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1088,20190218,0.00,9.00,4.00,2,379,0,379,,,,,,,2020-11-16 14:18:37.720,"",,13.00,0.00,
531,20190219,,,,1,417,25,442,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1089,20190219,0.00,8.00,10.00,2,366,0,366,,,,,,,2020-11-16 14:18:37.720,"",,18.00,0.00,
532,20190220,,,,1,451,25,476,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1090,20190220,0.00,8.50,6.50,2,355,0,355,,,,,,,2020-11-16 14:18:37.720,"",,15.00,0.00,
533,20190221,,,,1,439,25,464,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1091,20190221,0.00,11.00,6.50,2,318,0,318,,,,,,,2020-11-16 14:18:37.720,"",,17.50,0.00,
534,20190222,,,,1,375,25,400,,,,,,,2021-02-18 21:55:29.110,,,0.00,0.00,
1092,20190222,0.00,10.70,9.30,2,392,0,392,,,,,,,2020-11-16 14:18:37.720,"",,20.00,0.00,
